97,10241071506663,1/15/2008,7:15:00 AM,Tuesday,ORANGE GROVE BLVD,MARENGO AVE,0,Not Stated,6517482,1879853,Property Damage Only,0,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,False,21453,Clear,,,Daylight,Functioning,Driver,35,Female,West,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Driver,50,Female,South,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,6517482.00002031,1879853.00008482
104,10241130007149,1/15/2008,1:00:00 PM,Tuesday,LAKE AVE,ORANGE GROVE BLVD,300,North,6521591.8627049,1880119.99238652,Property Damage Only,0,0,1,Driving Under Influence,No,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,False,23152,Clear,,,Daylight,None,Driver,59,Male,North,Entering Traffic,,,Passenger Car,,,,,,Lap/Shoulder Harness Not Used,Parked Vehicle,,,North,Parked,,,Passenger Car,,,,,,,6521591.86286356,1880119.99233298
129,10244195501600,1/18/2008,7:55:00 PM,Friday,ORANGE GROVE BLVD,SUMMIT AVE,100,East,6517047.99684425,1879850.79360831,Property Damage Only,0,0,1,Unsafe Starting or Backing,Misdemeanor,Other,Other Motor Vehicle,No Pedestrian Involved,False,22106,Clear,,,Dark - Street Lights,Functioning,Driver,,Male,East,Backing,,,Pickup Truck,,,,,,Unknown,Driver,80,Male,West,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,6517047.9969513,1879850.79372439
131,10245085601156,1/19/2008,8:56:00 AM,Saturday,ALTADENA DR,ORANGE GROVE BLVD,0,Not Stated,6531876,1880003,Other Visible Injury,1,0,1,Auto R/W Violation,No,Broadside,Bicycle,No Pedestrian Involved,False,21801,Clear,,,Daylight,Functioning,Driver,92,Male,East,Making Left Turn,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Driver,29,Male,North,Proceeding Straight,,,Bicycle,,,,,,None in Vehicle,6531876.00010364,1880003.00011289
134,10245122305245,1/19/2008,12:23:00 PM,Saturday,ORANGE GROVE BLVD,MARENGO AVE,0,Not Stated,6517482,1879853,Complaint of Pain,1,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,False,21453,Clear,,,Daylight,Functioning,Driver,35,Male,West,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Driver,28,Female,South,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,6517482.00002031,1879853.00008482
148,10247114305281,1/21/2008,11:43:00 AM,Monday,ORANGE GROVE BLVD,LAKE AVE,100,East,6521692.58893683,1879804.06450156,Property Damage Only,0,0,1,Following Too Closely,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,False,21703,Cloudy,,,Daylight,Functioning,Driver,42,Female,East,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Driver,38,Male,East,Slowing/Stopping,,,Pickup Truck,,,,,,Lap/Shoulder Harness Used,6521692.58904006,1879804.06448714
150,10247134205850,1/21/2008,1:42:00 PM,Monday,ORANGE GROVE BLVD,COLUMBIA ST,0,Not Stated,6513859,1867552,Property Damage Only,0,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,False,21801,Cloudy,,,Daylight,Functioning,Driver,32,Male,North,Making Left Turn,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Driver,56,Male,South,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,6513859.00004847,1867552.00008056
155,10248073505607,1/22/2008,7:35:00 AM,Tuesday,ORANGE GROVE BLVD,RAYMOND AVE,0,Not Stated,6516592,1879848,Complaint of Pain,1,0,1,Ped R/W Violation,No,Vehicle - Pedestrian,Pedestrian,Crossing In Crosswalk At Intersection,False,21950,Cloudy,,,Daylight,Functioning,Driver,39,Male,North,Making Right Turn,,,,,,,,,Lap/Shoulder Harness Used,Pedestrian,75,Male,West,Proceeding Straight,,,,,,,,,,6516592.00015989,1879848.00009482
157,10248081405607,1/22/2008,8:14:00 AM,Tuesday,ORANGE GROVE BLVD,GREEN ST,100,South,6513208.3308363,1874987.7209233,Property Damage Only,0,0,1,Following Too Closely,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,False,21703,Cloudy,,,Daylight,None,Driver,34,Male,North,Proceeding Straight,,,,,,,,,Lap/Shoulder Harness Used,Driver,36,Female,North,Slowing/Stopping,,,,,,,,,Lap/Shoulder Harness Used,6513208.33074614,1874987.7207734
158,10248081406663,1/22/2008,8:14:00 AM,Tuesday,ORANGE GROVE BLVD,GREEN ST,0,Not Stated,6513175,1875082,Property Damage Only,0,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,False,22350,Cloudy,,,Daylight,None,Driver,22,Female,North,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Driver,34,Male,North,Stopped In Road,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,6513175.00010414,1875082.0001124
167,10249132505150,1/23/2008,1:25:00 PM,Wednesday,ORANGE GROVE BLVD,SUMMIT AVE,0,Not Stated,6516948,1879850,Property Damage Only,0,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,False,21801,Cloudy,,,Daylight,None,Driver,20,Female,East,Making Left Turn,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Driver,24,Female,West,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,6516948.00010405,1879850.00009081
168,10249134500705,1/23/2008,1:45:00 PM,Wednesday,ORANGE GROVE BLVD,EL MOLINO AVE,0,Not Stated,6520223,1879833,Complaint of Pain,1,0,1,Ped R/W Violation,No,Vehicle - Pedestrian,Pedestrian,Crossing In Crosswalk At Intersection,False,21950,Raining,,,Dark - Street Lights,Functioning,Driver,30,Female,East,Making Left Turn,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Pedestrian,15,Male,South,Proceeding Straight,,,,,,,,,,6520223.00011572,1879833.00012481
198,10255070401263,1/29/2008,7:04:00 AM,Tuesday,LAKE AVE,ORANGE GROVE BLVD,0,Not Stated,6521594,1879820,Property Damage Only,0,0,1,Auto R/W Violation,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,False,21801,Clear,,,Daylight,Functioning,Driver,24,Female,South,Making Left Turn,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Driver,20,Male,North,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,6521593.99999839,1879820.00015081
206,10256201200100,1/30/2008,8:12:00 PM,Wednesday,ORANGE GROVE BLVD,GARFIELD AVE,5,East,6518171.99987586,1879857.03523259,Other Visible Injury,1,0,2,Pedestrian Violation,Misdemeanor,Broadside,Pedestrian,Crossing Not In Crosswalk,False,21955,Clear,,,Dark - Street Lights,Functioning,Driver,,,East,Proceeding Straight,,,,,,,,,,Pedestrian,20,Male,South,Entering Traffic,,,,,,,,,,6518171.99995264,1879857.03518173
207,10257144703135,1/31/2008,2:47:00 PM,Thursday,ORANGE GROVE BLVD,WORCESTER AVE,0,Not Stated,6517825,1879855,Property Damage Only,0,0,1,Unsafe Starting or Backing,Misdemeanor,Rear-End,Other Motor Vehicle,No Pedestrian Involved,False,22106,Clear,,,Daylight,None,Driver,,Male,West,Backing,,,Passenger Car,,,,,,,Driver,28,Male,East,Stopped In Road,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,6517824.99999046,1879855.00008081
235,10262154105652,2/5/2008,3:41:00 PM,Tuesday,ORANGE GROVE BLVD,LAKE AVE,100,East,6521692.58893683,1879804.06450156,Property Damage Only,0,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,False,21804,Clear,,,Daylight,Functioning,Driver,57,Female,South,Entering Traffic,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Driver,21,Female,West,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,6521692.58904006,1879804.06448714
237,10263085705607,2/6/2008,8:57:00 AM,Wednesday,ORANGE GROVE BLVD,CALIFORNIA BLVD,100,South,6513556.59702919,1871719.28899184,Complaint of Pain,2,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,False,22350,Clear,,,Daylight,None,Driver,19,Female,South,Proceeding Straight,,,,,,,,,Lap/Shoulder Harness Used,Driver,35,Female,South,Stopped In Road,,,,,,,,,Lap/Shoulder Harness Used,6513556.59710997,1871719.28899007
249,10264182403595,2/7/2008,6:24:00 PM,Thursday,SIERRA MADRE BLVD,ORANGE GROVE BLVD,0,Not Stated,6533225,1880049,Property Damage Only,0,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,False,21453,Cloudy,,,Dark - Street Lights,Functioning,Driver,31,Male,South,Proceeding Straight,,,,,,,,,Lap/Shoulder Harness Used,Driver,32,Female,West,Proceeding Straight,,,,,,,,,Lap/Shoulder Harness Used,6533225.00003031,1880049.00002089
251,10265134004840,2/8/2008,1:40:00 PM,Friday,ORANGE GROVE BLVD,LOS ROBLES AVE,0,Not Stated,6518852,1879839,Property Damage Only,0,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,False,21801,Clear,,,Daylight,Functioning,Driver,32,Male,West,Making Left Turn,,,Pickup Truck,,,,,,Lap/Shoulder Harness Used,Driver,77,Female,East,Proceeding Straight,,,Pickup Truck,,,,,,Lap/Shoulder Harness Used,6518851.99990498,1879839.00011282
259,10266154403736,2/9/2008,3:44:00 PM,Saturday,ORANGE GROVE BLVD,CALIFORNIA BLVD,0,Not Stated,6513549,1871819,Property Damage Only,0,0,,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,False,21453,Clear,,,Daylight,Functioning,Driver,62,Female,East,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Driver,27,Male,South,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,6513549.00001231,1871819.00007673
272,10268163809610,2/11/2008,4:38:00 PM,Monday,GARFIELD AVE,ORANGE GROVE BLVD,100,North,6518166.32736948,1879956.99773782,Property Damage Only,0,0,1,Unsafe Speed,No,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,False,22350,Clear,,,Daylight,None,Driver,39,Male,North,Proceeding Straight,,,Pickup Truck,,,,,,Air Bag Not Deployed,Parked Vehicle,,,North,Parked,,,Passenger Car,,,,,,,6518166.3273918,1879956.99758023
293,10272103203050,2/15/2008,10:32:00 AM,Friday,ORANGE GROVE BLVD,WORCESTER AVE,0,Not Stated,6517825,1879855,Other Visible Injury,1,0,1,Auto R/W Violation,No,Broadside,Bicycle,No Pedestrian Involved,False,21801,Clear,,,Daylight,None,Driver,49,Male,North,Making Left Turn,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Bicyclist,47,Male,West,Proceeding Straight,,,,,,,,,,6517824.99999046,1879855.00008081
325,10276185404949,2/19/2008,6:54:00 PM,Tuesday,ORANGE GROVE BLVD,OAKLAND AVE,100,East,6519408.99343256,1879824.14605653,Complaint of Pain,2,0,1,Driving Under Influence,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,False,23152,Cloudy,,,Dark - Street Lights,None,Driver,44,Male,East,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Driver,36,Male,East,Stopped In Road,,,Truck,,,,,,Lap/Shoulder Harness Used,6519408.99354164,1879824.14613989
326,10277002705610,2/20/2008,12:27:00 AM,Wednesday,ORANGE GROVE BLVD,SIERRA MADRE VILLA AVE,60,West,6536935.28204317,1879849.11667377,Property Damage Only,0,0,1,Driving Under Influence,No,Hit Object,Fixed Object,No Pedestrian Involved,False,23152,Clear,,,Dark - Street Lights,Functioning,Driver,31,Female,West,Making Left Turn,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,,,,,,,,,,,,,,,6536935.2819798,1879849.1165624
331,10277111103448,2/20/2008,11:11:00 AM,Wednesday,LAKE AVE,ORANGE GROVE BLVD,300,North,6521591.8627049,1880119.99238652,Property Damage Only,0,0,,Improper Passing,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,False,21754,Cloudy,,,Daylight,Functioning,Driver,59,Female,South,Passing Other Vehicle,,,Passenger Car,,,,,,Air Bag Not Deployed,Driver,43,Male,South,Proceeding Straight,,,Passenger Car,,,,,,Air Bag Not Deployed,6521591.86286356,1880119.99233298
343,10278150505300,2/21/2008,3:05:00 PM,Thursday,ORANGE GROVE BLVD,RAYMOND AVE,50,West,6516542.01121785,1879846.94091563,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,False,22350,Clear,,,Daylight,Functioning,Driver,32,Female,East,Making Right Turn,,,Pickup Truck,,,,,,Lap/Shoulder Harness Used,Driver,37,Female,East,Stopped In Road,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,6516542.01108664,1879846.94104181
349,10279121901263,2/22/2008,12:19:00 PM,Friday,COLUMBIA ST,ORANGE GROVE BLVD,0,Not Stated,6513859,1867552,Property Damage Only,0,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,False,22350,Raining,,,Daylight,Functioning,Driver,50,Female,West,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Driver,34,Male,West,Stopped In Road,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,6513859.00004847,1867552.00008056
350,10279131404840,2/22/2008,1:14:00 PM,Friday,ORANGE GROVE BLVD,ELMIRA ST,200,West,6521025.01205066,1879841.80452351,Property Damage Only,0,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,False,21804,Cloudy,,,Daylight,Functioning,Driver,24,Male,North,Entering Traffic,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Driver,30,Female,East,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,6521025.01196314,1879841.80456914
391,10284150301825,2/27/2008,3:03:00 PM,Wednesday,ORANGE GROVE BLVD,LOS ROBLES AVE,0,Not Stated,6518852,1879839,Property Damage Only,0,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,False,21801,Clear,,,Daylight,Functioning,Driver,46,Male,East,Proceeding Straight,,,Pickup Truck,,,,,,Lap/Shoulder Harness Used,Driver,47,Female,South,Making Left Turn,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,6518851.99990498,1879839.00011282
400,10285154401051,2/28/2008,3:44:00 PM,Thursday,SIERRA MADRE BLVD,ORANGE GROVE BLVD,0,Not Stated,6533225,1880049,Property Damage Only,0,0,,Unsafe Lane Change,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,False,21658,Clear,,,Daylight,Functioning,Driver,47,Male,South,Proceeding Straight,,,Other Bus,,,,,,Lap/Shoulder Harness Not Used,Driver,37,Male,South,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,6533225.00003031,1880049.00002089
408,10286183300347,2/29/2008,6:33:00 PM,Friday,ORANGE GROVE BLVD,MARENGO AVE,75,West,6517407.00052998,1879852.71804711,Property Damage Only,0,0,1,Improper Turning,No,Hit Object,Parked Motor Vehicle,No Pedestrian Involved,False,22107,Cloudy,,,Dark - Street Lights,None,Driver,28,Female,East,Proceeding Straight,,,Other Bus,,,,,,Lap/Shoulder Harness Used,Parked Vehicle,,,East,Parked,,,,,,,,,,6517407.00049838,1879852.71793315
420,10288202901852,3/2/2008,8:29:00 PM,Sunday,ORANGE GROVE BLVD,LOS ROBLES AVE,0,Not Stated,6518852,1879839,Property Damage Only,0,0,1,Unsafe Speed,Misdemeanor,Rear-End,Other Motor Vehicle,No Pedestrian Involved,False,22350,Clear,,,Dark - Street Lights,Functioning,Driver,,,East,Proceeding Straight,,,Pickup Truck,,,,,,,Driver,38,Male,East,Stopped In Road,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,6518851.99990498,1879839.00011282
430,10289154500494,3/3/2008,3:45:00 PM,Monday,ORANGE GROVE BLVD,CANYON WASH DR,0,Not Stated,6535409,1880064,Property Damage Only,0,0,1,Unsafe Speed,Misdemeanor,Broadside,Other Motor Vehicle,No Pedestrian Involved,False,22350,Clear,,,Daylight,No Controls Present / Factor,Driver,29,Female,East,Slowing/Stopping,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Driver,,Female,East,Making Left Turn,,,Passenger Car,,,,,,,6535408.99992739,1880063.9999909
432,10290100608947,3/4/2008,10:06:00 AM,Tuesday,ORANGE GROVE BLVD,WILSON AVE,0,Not Stated,6522887,1879819,Property Damage Only,0,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,False,21801,Clear,,,Daylight,Functioning,Driver,18,Male,East,Making Left Turn,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Driver,19,Male,West,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,6522887.00003706,1879819.00015281
447,10293075801001,3/7/2008,7:58:00 AM,Friday,CALIFORNIA BLVD,ORANGE GROVE BLVD,0,Not Stated,6513549,1871819,Property Damage Only,0,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,False,21801,Clear,,,Daylight,Functioning,Driver,59,Female,West,Making Left Turn,,,,,,,,,Lap/Shoulder Harness Used,Driver,48,Male,East,Proceeding Straight,,,,,,,,,Lap/Shoulder Harness Used,6513549.00001231,1871819.00007673
467,10296211905652,3/10/2008,9:19:00 PM,Monday,ORANGE GROVE BLVD,MENTOR AVE,30,West,6522015.00009319,1879807.92522532,Property Damage Only,0,0,1,Unsafe Lane Change,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,False,21658,Clear,,,Dark - Street Lights,Functioning,Driver,40,Female,East,Changing Lanes,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Driver,61,Male,East,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,6522015.00014064,1879807.92537181
473,10297174905652,3/11/2008,5:49:00 PM,Tuesday,SIERRA MADRE BLVD,ORANGE GROVE BLVD,4,South,6533224.93003986,1880045.00061185,Complaint of Pain,1,0,1,Pedestrian Violation,No,Broadside,Pedestrian,No Pedestrian Involved,False,21950,Clear,,,Daylight,Functioning,Pedestrian,52,Male,West,Proceeding Straight,,,,,,,,,,Driver,26,Male,North,Making Left Turn,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,6533224.93014856,1880045.00068507
479,10298160008980,3/12/2008,4:00:00 PM,Wednesday,SUNNYSLOPE AVE,ORANGE GROVE BLVD,0,Not Stated,6534654,1880073,Property Damage Only,0,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,False,21802,Clear,,,Daylight,Functioning,Driver,32,Male,South,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Driver,68,Female,West,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,6534654.00012505,1880072.99997289
510,10302090405365,3/16/2008,9:04:00 AM,Sunday,ORANGE GROVE BLVD,CONGRESS PL,0,Not Stated,6513597,1871189,Property Damage Only,0,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,False,21801,Clear,,,Daylight,No Controls Present / Factor,Driver,47,Male,West,Making Left Turn,,,Passenger Car,,,,,,Lap Belt Used,Driver,23,Female,North,Proceeding Straight,,,Passenger Car,,,,,,Lap Belt Used,6513596.9999163,1871189.00002439
519,10303163505970,3/17/2008,4:35:00 PM,Monday,FAIR OAKS AVE,ORANGE GROVE BLVD,183,North,6516111.92827607,1880020.99686174,Severe Injury,4,0,1,Driving Under Influence,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,False,23153,Clear,,,Daylight,Functioning,Driver,38,Male,South,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Driver,38,Female,South,Stopped In Road,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,6516111.92828539,1880020.99679606
524,10304163505970,3/18/2008,4:35:00 PM,Tuesday,ORANGE GROVE BLVD,SUNNYSLOPE AVE,55,East,6534708.99134413,1880073.97574126,Severe Injury,1,0,2,Pedestrian Violation,No,Vehicle - Pedestrian,Pedestrian,No Pedestrian Involved,False,21954,Clear,,,Daylight,Functioning,Driver,39,Female,East,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Pedestrian,17,Male,North,Entering Traffic,,,,,,,,,,6534708.99148488,1880073.97569273
533,10305222800040,3/19/2008,10:28:00 PM,Wednesday,ORANGE GROVE BLVD,DEL MAR BLVD,0,Not Stated,6513417,1873635,Property Damage Only,0,0,1,Improper Turning,Misdemeanor,Hit Object,Fixed Object,No Pedestrian Involved,False,22107,Clear,,,Dark - Street Lights,Functioning,Driver,,,West,Making Right Turn,,,,,,,,,,,,,,,,,,,,,,,,6513416.99994822,1873635.00005364
538,10306150005607,3/20/2008,3:00:00 PM,Thursday,ORANGE GROVE BLVD,SIERRA MADRE BLVD,0,Not Stated,6533225,1880049,Property Damage Only,0,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,False,21801,Clear,,,Daylight,Functioning,Driver,64,Male,East,Making Left Turn,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Driver,30,Male,West,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,6533225.00003031,1880049.00002089
548,10307140304840,3/21/2008,2:03:00 PM,Friday,ORANGE GROVE BLVD,LOS ROBLES AVE,150,East,6519000.70585336,1879821.06100048,Property Damage Only,0,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,False,22350,Clear,,,Daylight,Functioning,Driver,39,Female,West,Proceeding Straight,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Driver,38,Female,West,Stopped In Road,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,6519000.70597239,1879821.06084423
553,10307183304840,3/21/2008,6:33:00 PM,Friday,ALTADENA DR,ORANGE GROVE BLVD,0,Not Stated,6531876,1880003,Property Damage Only,0,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,False,21801,Clear,,,Dusk - Dawn,Functioning,Driver,18,Female,South,Making Left Turn,,,Passenger Car,,,,,,Lap/Shoulder Harness Used,Driver,38,Male,North,Proceeding Straight,,,Pickup Truck,,,,,,Lap/Shoulder Harness Used,6531876.00010364,1880003.00011289
